avonet_species_name,species,name_change,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Tyrannus cubensis,Tyrannus cubensis,0,Passeriformes,EN,Yes,Volant,93.6,25.1,Forest,Carnivore,Invertivore,20.79,36.6,25.7,14.3,11.9,21.9,131.8,33,98.7,92,Tyrannidae,EN,1,8.06783889,4.539030383,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.079902949,4.087655574
Rhipidura dedemi,Rhipidura dedemi,0,Passeriformes,LC,Yes,Volant,11,16.9,Forest,Carnivore,Invertivore,-3.15,13.5,6.3,4.1,3.9,17.8,71.1,12,59.1,74.6,Rhipiduridae,LC,0,8.065673674,2.393339456,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.764098917,0.547722558,1.85629799
Amazilia castaneiventris,Amazilia castaneiventris,0,Caprimulgiformes,NT,No,Volant,5,60.3,Forest,Herbivore,Nectarivore,6.79,21.9,18.4,1.9,1.6,5.2,52,31.4,20.7,30.2,Trochilidae,EN,1,8.059876739,1.609437912,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.482472967,4.371976299
Microeca hemixantha,Microeca hemixantha,0,Passeriformes,NT,Yes,Volant,13.7,23.4,Forest,Carnivore,Invertivore,-7.54,12.4,7.6,4.6,3.5,13.6,73.5,17.1,56.4,50.5,Petroicidae,NT,0,8.059307838,2.613739522,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.740400065,0.575901449,2.208274414
Vireo masteri,Vireo masteri,0,Passeriformes,NT,No,Volant,11.2,16.6,Forest,Carnivore,Invertivore,3.17,12.1,7.6,2.9,3.3,17.1,55.4,9.2,46.2,40.2,Vireonidae,EN,1,8.058896765,2.415913778,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.124320645,0.562341325,2.292534757
Cinclodes palliatus,Cinclodes palliatus,0,Passeriformes,CR,No,Volant,103.9,17.9,Grassland,Carnivore,Invertivore,-11.52,28.9,18.3,4.6,5.9,36.4,130.9,23.5,107.4,98.2,Furnariidae,CR,1,8.054935485,4.643140117,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.963679354,0.849182109,3.025291076
Contopus ochraceus,Contopus ochraceus,0,Passeriformes,LC,No,Volant,23,25,Forest,Carnivore,Invertivore,9.4,20,12.1,7.7,4.9,15.8,90,22.5,67.5,71,Tyrannidae,LC,0,8.053441975,3.135494216,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.99889426,0.989846401,3.306886702
Bolborhynchus ferrugineifrons,Bolborhynchus ferrugineifrons,0,Psittaciformes,VU,No,Volant,64,39.9,Grassland,Herbivore,Omnivore,3.06,17,13.7,9.2,9.9,15.1,121.1,48.3,72.9,74.4,Psittacidae,VU,1,8.053060296,3.917408478,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.243417106,0.562341325,2.884800713
Rhipidura opistherythra,Rhipidura opistherythra,0,Passeriformes,NT,Yes,Volant,15,15.7,Forest,Carnivore,Invertivore,-7.52,16.8,7.2,4.8,3.4,25.1,71.1,11.2,60,89.9,Rhipiduridae,NT,0,8.046229101,2.706048198,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.764098917,0.547722558,2.174751721
Penelope albipennis,Penelope albipennis,0,Galliformes,EN,No,Volant,1750,16.4,Woodland,Herbivore,Omnivore,-6.07,40.4,16.7,9.8,11.3,83.7,317.5,52,265.5,313.5,Cracidae,CR,1,8.041992079,7.467371067,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.890315245,0.790252997,3.703768067
Aplonis atrifusca,Aplonis atrifusca,0,Passeriformes,LC,Yes,Volant,146,21.2,Forest,Herbivore,Frugivore,-13.77,35.4,21.4,7.9,9.7,33.4,144.8,30.7,114,102.5,Sturnidae,LC,0,8.033593554,4.983606622,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,Yes,1.240786777,1.026433327,4.248495242
Myophonus blighi,Myophonus blighi,0,Passeriformes,EN,No,Volant,66.6,10.1,Forest,Carnivore,Invertivore,6.97,24.4,14.2,5.3,6.6,34.4,99.8,10.1,89.7,74,Muscicapidae,EN,1,8.028129059,4.650047945,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.345762619,6.081762185
Ducula pickeringii,Ducula pickeringii,0,Columbiformes,VU,No,Volant,377,31.5,Forest,Herbivore,Frugivore,5.4,25.9,14.2,6.9,6.6,31.4,232,73,158.8,152.2,Columbidae,VU,1,8.026464269,6.228885687,Fruit,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,Yes,0.414597592,0.668740305,5.806038175
Tangara fucosa,Tangara fucosa,0,Passeriformes,NT,No,Volant,21,20.9,Forest,Herbivore,Frugivore,7.8,13.2,6.8,4.9,4.8,18.5,70,14.6,55.4,46,Thraupidae,NT,0,8.01908634,3.044522438,Fruit,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,none,Terrestrial,No,0.914402157,0.416179145,1.335001067
Myrmotherula urosticta,Myrmotherula urosticta,0,Passeriformes,VU,No,Volant,8.4,10.9,Forest,Carnivore,Invertivore,-17.55,12.9,9,3.4,3.3,14.6,50.3,5.5,44.4,30.2,Thamnophilidae,VU,1,8.017406415,2.183801557,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,1.286582502,3.157000421
Eos cyanogenia,Eos cyanogenia,0,Psittaciformes,VU,Yes,Volant,167,47.5,Forest,Herbivore,Nectarivore,-0.97,24.3,21,11.9,19.7,19.7,160,76,84,104.2,Psittacidae,VU,1,7.988746559,5.117993812,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,0.763606698,4.539030383
Cranioleuca henricae,Cranioleuca henricae,0,Passeriformes,VU,No,Volant,14.9,17.3,Woodland,Carnivore,Invertivore,-16.4,15.9,10.8,2.7,3.8,18.6,66.7,11.6,55.1,68.2,Furnariidae,EN,1,7.987048823,2.80578169,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.085809657,2.014903021
Psittiparus margaritae,Paradoxornis margaritae,1,Passeriformes,VU,No,Volant,29,8.9,Shrubland,Herbivore,Omnivore,12.02,15.3,9.6,5.6,9.2,25,82,7.3,74.7,81,Sylviidae,NT,0,7.984633076,3.36729583,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.255863746,0.945741609,2.667228207
Ninox sumbaensis,Ninox sumbaensis,0,Strigiformes,EN,Yes,Volant,90,22.9,Forest,Carnivore,Invertivore,-9.8,23.4,11.2,6.9,11.2,27.9,188.5,43.9,128.1,100,Strigidae,EN,1,7.983849256,4.49980967,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.143507609,0.600462428,3.908014984
Eurostopodus diabolicus,Eurostopodus diabolicus,0,Caprimulgiformes,VU,Yes,Volant,104.4,44.6,Forest,Carnivore,Invertivore,-0.95,23.1,8.8,5.8,4.4,13.5,199.5,89,110.4,130.5,Caprimulgidae,VU,1,7.982621174,4.648038086,Invertebrates,AerialScreaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0,0.924337803,3.61361697
Laniarius amboimensis,Laniarius amboimensis,0,Passeriformes,EN,No,Volant,45.9,6.1,Forest,Carnivore,Invertivore,-11.38,20.4,12.1,4.3,7.4,28.6,75.2,4.6,70.6,78,Malaconotidae,EN,1,7.98074202,3.825811309,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.810930216,0.930604859,3.122364924
Doricha eliza,Doricha eliza,0,Caprimulgiformes,NT,No,Volant,2.5,63.6,Shrubland,Herbivore,Nectarivore,20.9,23.1,19.2,1.4,1.3,3.9,38.4,24.4,14,31.5,Trochilidae,NT,0,7.975461525,0.916290732,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.563778709,5.854498692
Myiarchus semirufus,Myiarchus semirufus,0,Passeriformes,VU,No,Volant,22.5,12.4,Shrubland,Carnivore,Invertivore,-5.55,24.1,15.9,7.3,5.3,21.6,87.8,10.8,76.9,87.5,Tyrannidae,EN,1,7.966621383,3.113515309,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.99889426,0.976698112,3.068052935
Myiagra albiventris,Myiagra albiventris,0,Passeriformes,NT,Yes,Volant,12.3,17.9,Forest,Carnivore,Invertivore,-13.74,17.3,8.7,6.9,3.9,15.8,70.5,12.6,57.9,60.8,Monarchidae,NT,0,7.964607633,3.42816383,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.796582768,0.83235829,4.092676505
Erythrura cyaneovirens,Erythrura cyaneovirens,0,Passeriformes,NT,Yes,Volant,13,20,Forest,Herbivore,Frugivore,-15.44,14.3,9.6,6.1,9,17.8,60.6,12.2,48.4,36.1,Estrildidae,NT,0,7.964572878,2.564949357,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,Yes,1.252762968,0.83235829,4.092676505
Lalage sharpei,Lalage sharpei,0,Passeriformes,NT,Yes,Volant,28.6,26.2,Forest,Carnivore,Invertivore,-13.74,18.8,10.8,4.8,4.2,22.9,81.5,21.4,60.1,53,Campephagidae,NT,0,7.964572878,3.354455119,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0,0.83235829,4.092676505
Pachycephala flavifrons,Pachycephala flavifrons,0,Passeriformes,LC,Yes,Volant,41.5,20.3,Forest,Carnivore,Invertivore,-13.74,18.9,10,5.2,5.2,25.4,83.2,16.9,66.3,58.8,Pachycephalidae,LC,0,7.964572878,3.724487882,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,Yes,0.759105148,0.83235829,4.092676505
Todiramphus recurvirostris,Todiramphus recurvirostris,0,Coraciiformes,LC,Yes,Volant,53,24.4,Woodland,Carnivore,Invertivore,-13.74,33.9,27.6,11.7,8.5,13.6,80,19.5,60.5,54,Alcedinidae,LC,0,7.964572878,3.969536912,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,Yes,1.504077397,0.83235829,4.092676505
Tyto nigrobrunnea,Tyto nigrobrunnea,0,Strigiformes,VU,Yes,Volant,631.9,33.1,Forest,Carnivore,Vertivore,-1.81,41,21.2,11.6,17.1,65,278,92,186,129,Tytonidae,VU,1,7.963912296,6.257111878,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,0.514368672,1.410986974
Rhipidura drownei,Rhipidura drownei,0,Passeriformes,LC,Yes,Volant,11.1,16.7,Forest,Carnivore,Invertivore,-6.06,14.2,6.2,4.5,3.8,20.4,73.8,12.3,61.5,72.7,Rhipiduridae,LC,0,7.963355677,2.407845604,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.764098917,0.562341325,0.741937345
Aplonis magna,Aplonis magna,0,Passeriformes,LC,Yes,Volant,190,28.9,Forest,Herbivore,Frugivore,-0.95,26.5,14.9,6.8,8,28.3,120,34.5,85.5,173.7,Sturnidae,LC,0,7.959730085,4.229166788,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.240786777,0.763606698,4.539030383
Goldmania violiceps,Goldmania violiceps,0,Caprimulgiformes,NT,No,Volant,4.1,65.8,Forest,Herbivore,Nectarivore,8.68,21.7,19,2.7,2.1,3.7,49.5,32.5,16.9,28,Trochilidae,NT,0,7.956021193,1.410986974,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.622332977,1.824549292
Cinclodes aricomae,Cinclodes aricomae,0,Passeriformes,CR,No,Volant,50,21.4,Forest,Carnivore,Invertivore,-13.47,27,17.5,4.2,5.6,29.5,110.1,24.2,86.9,81,Furnariidae,CR,1,7.955951082,3.912023005,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.676947243,2.753660712
Nipponia nippon,Nipponia nippon,0,Pelecaniformes,EN,No,Volant,1900,36.2,Wetland,Carnivore,Aquatic predator,33.28,169.2,145.8,18.4,22.1,78,392.6,142.8,251.9,145.4,Threskiornithidae,EN,1,7.950467186,7.549609165,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Wetland,No,1.098612289,0.714074192,4.000033883
Himantopus novaezelandiae,Himantopus novaezelandiae,0,Charadriiformes,CR,Yes,Volant,195,51.6,Wetland,Carnivore,Aquatic predator,-44.18,72.4,52.6,4.5,4.9,89.3,241.8,124.9,116.9,78.2,Recurvirostridae,CR,1,7.949162094,5.272999559,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,0.66021958,0.405465108
Phytotoma raimondii,Phytotoma raimondii,0,Passeriformes,VU,No,Volant,39.8,12.9,Woodland,Herbivore,Herbivore terrestrial,-6.06,18.8,10.1,7.3,8.1,24.5,89.3,11.6,75.7,87.3,Cotingidae,EN,1,7.911214042,3.683866912,TerrestrialPlants,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.415096618,4.687671407
Metallura baroni,Metallura baroni,0,Caprimulgiformes,EN,No,Volant,4.3,60.3,Forest,Herbivore,Nectarivore,-2.88,16.8,12.1,1.7,1.4,6,57.1,34.4,22.7,37.7,Trochilidae,EN,1,7.910407177,1.458615023,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.823549026,2.990719732
Incaspiza watkinsi,Incaspiza watkinsi,0,Passeriformes,NT,No,Volant,20.4,9.6,Shrubland,Omnivore,Omnivore,-5.57,14.6,9.4,5.2,5.6,23.2,62,6,56,46.8,Thraupidae,NT,0,7.908681234,3.015534901,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.021778181,4.313480092
Myiothlypis conspicillata,Myiothlypis conspicillata,0,Passeriformes,NT,No,Volant,13.7,14.4,Forest,Carnivore,Invertivore,10.83,15.4,7.7,4.1,4.1,21.5,64.6,9.3,55.3,58,Parulidae,NT,0,7.907136377,2.568021556,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.904729394,0.741937345
Petroica archboldi,Petroica archboldi,0,Passeriformes,DD,No,Volant,12.2,19.8,Shrubland,Carnivore,Invertivore,-4.17,13,7,3,3.6,21.4,93,18.4,74.6,65.5,Petroicidae,DD,0,7.900488399,2.503073954,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.740400065,1.044447802,3.577947893
Neophema chrysogaster,Neophema chrysogaster,0,Psittaciformes,CR,No,Volant,45.9,43.9,Forest,Herbivore,Granivore,-42.81,13.6,10.5,7.3,12,14.6,107,47,60,101,Psittacidae,CR,1,7.89524977,3.826465117,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,0.600462428,0.262364264
Amazona rhodocorytha,Amazona rhodocorytha,0,Psittaciformes,VU,No,Volant,474.3,29.9,Forest,Herbivore,Frugivore,-20.95,37.6,29.4,18,31,22.3,210,62.6,146.7,115,Psittacidae,VU,1,7.89080706,6.161924364,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.386294361,1.30609043,4.278054044
Eremomela turneri,Eremomela turneri,0,Passeriformes,NT,No,Volant,7.3,9.8,Forest,Carnivore,Invertivore,-1.28,10.2,6.2,2.4,2.6,16.3,50.8,5,45.7,31.8,Cisticolidae,EN,1,7.880237291,1.993338843,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.072636802,0.447213595,2.186051277
Lichmera notabilis,Lichmera notabilis,0,Passeriformes,LC,Yes,Volant,11.5,18.6,Forest,Herbivore,Nectarivore,-7.78,20.2,13.6,2.9,3.3,19.2,72.5,13.5,59,63,Meliphagidae,LC,0,7.877890049,2.32532458,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.562341325,3.117949906
Myzomela kuehni,Myzomela kuehni,0,Passeriformes,LC,Yes,Volant,10.8,20.7,Shrubland,Omnivore,Nectarivore,-8,17.1,9.6,2.6,3,17.5,57.5,11.9,45.6,40,Meliphagidae,LC,0,7.877890049,2.383242996,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.562341325,3.117949906
Sphecotheres hypoleucus,Sphecotheres hypoleucus,0,Passeriformes,LC,Yes,Volant,77.5,24,Woodland,Herbivore,Frugivore,-7.78,24.4,14.2,8.3,8.8,22.7,126.6,30.4,96.2,93.8,Oriolidae,LC,0,7.877890049,4.394449155,Fruit,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,none,Terrestrial,No,0.84729786,0.562341325,3.117949906
Ramphomicron dorsale,Ramphomicron dorsale,0,Caprimulgiformes,EN,No,Volant,3.5,64.2,Forest,Herbivore,Nectarivore,10.91,12.7,9.4,1.4,1.2,5.9,55.2,35.4,19.8,41.3,Trochilidae,EN,1,7.864842405,1.252762968,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.676947243,0.262364264
Rhipidura superflua,Rhipidura superflua,0,Passeriformes,LC,Yes,Volant,15,17,Forest,Carnivore,Invertivore,-3.41,12.9,5.8,4,3.3,18.8,66.3,11.3,55.1,75.2,Rhipiduridae,LC,0,7.863881919,2.706048198,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.764098917,0.575901449,1.871802177
Amazona agilis,Amazona agilis,0,Psittaciformes,EN,Yes,Volant,213,32.5,Forest,Herbivore,Omnivore,18.24,29.2,23.2,14.6,23.3,19.5,160,52,108,78,Psittacidae,VU,1,7.86107201,5.361292166,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.098612289,1.399854205,4.158883083
Ploceus ruweti,Ploceus ruweti,0,Passeriformes,LC,No,Volant,17,14.9,Wetland,Omnivore,Omnivore,-9.52,14.9,8.7,5.7,7,20.3,69,10.3,58.7,47.7,Ploceidae,DD,0,7.855544678,3.282413846,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Wetland,No,1.088140989,1.129917932,2.041220329
Sarothrura ayresi,Sarothrura ayresi,0,Gruiformes,CR,No,Volant,31.8,26,Grassland,Omnivore,Omnivore,3.8,11.3,5.7,2,4,20.9,73,19,54,35.6,Rallidae,CR,1,7.849401818,3.45946629,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,1.618971428,7.031299465
Lonchura hunsteini,Lonchura hunsteini,0,Passeriformes,LC,Yes,Volant,13.3,18.9,Grassland,Herbivore,Granivore,-2.14,10.9,7.6,6.6,7.1,14.9,47.2,8.9,38.3,34,Estrildidae,LC,0,7.843966278,2.585505848,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.501685051,0.622332977,2.557227311
Hypsipetes borbonicus,Hypsipetes borbonicus,0,Passeriformes,NT,Yes,Volant,55.3,22,Forest,Herbivore,Frugivore,-21.12,24.8,13.1,5.1,6.1,25.6,113.2,25,88.3,102.2,Pycnonotidae,NT,0,7.840352337,4.012772909,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.84993987,1.999374707,6.149749526
Saxicola tectes,Saxicola tectes,0,Passeriformes,LC,Yes,Volant,12.6,21.6,Shrubland,Carnivore,Invertivore,-21.12,12.6,7.3,3.6,3.1,22.5,62.8,13.6,49.1,47.5,Muscicapidae,LC,0,7.840352337,2.536866389,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.162423801,1.999374707,6.149749526
Zosterops borbonicus,Zosterops borbonicus,0,Passeriformes,LC,Yes,Volant,8.2,18.6,Forest,Omnivore,Invertivore,-21.12,12.5,6.4,2.6,2.5,18.5,53.9,10,43.9,42.8,Zosteropidae,LC,0,7.840352337,2.104134154,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.978811089,1.999374707,6.149749526
Zosterops olivaceus,Zosterops olivaceus,0,Passeriformes,LC,Yes,Volant,9.1,22.3,Forest,Herbivore,Nectarivore,-21.12,13.9,7.8,2.5,2.6,18,57.2,12.8,44.5,42.8,Zosteropidae,LC,0,7.840352337,2.211565695,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.978811089,1.999374707,6.149749526
Myiagra atra,Myiagra atra,0,Passeriformes,NT,Yes,Volant,12.3,16.4,Forest,Carnivore,Invertivore,-0.94,17,8.5,6.3,4.7,17.7,72.1,11.8,60.3,56.6,Monarchidae,NT,0,7.836251223,2.884241898,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.796582768,0.785137822,4.621043535
Centropus chalybeus,Centropus chalybeus,0,Cuculiformes,NT,Yes,Volant,244.4,9.2,Forest,Carnivore,Invertivore,-0.94,47,31.2,11,20.8,54.7,195.7,17.8,176.3,268.7,Cuculidae,NT,0,7.834590225,5.498642548,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.934583925,0.785137822,4.621043535
Tanysiptera riedelii,Tanysiptera riedelii,0,Coraciiformes,NT,Yes,Volant,63.5,21.8,Forest,Carnivore,Invertivore,-0.94,39.9,29.4,11.8,12.1,17.8,99.2,21.6,77.7,209,Alcedinidae,NT,0,7.834590225,4.17438727,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.32591385,0.785137822,4.621043535
Gerygone hypoxantha,Gerygone hypoxantha,0,Passeriformes,VU,Yes,Volant,7.2,14.2,Forest,Carnivore,Invertivore,-0.94,9.2,7,4,2.9,16,51,7.3,43.7,37.2,Acanthizidae,VU,1,7.833719076,1.974081026,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.998041382,0.785137822,4.621043535
Otus beccarii,Otus beccarii,0,Strigiformes,VU,Yes,Volant,114,32.2,Forest,Carnivore,Invertivore,-0.94,18.8,10.2,5.2,10.1,27.2,151.8,48.8,102.8,77.9,Strigidae,VU,1,7.833719076,5.105945474,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.143507609,0.785137822,4.621043535
Symposiachrus brehmii,Symposiachrus brehmii,0,Passeriformes,EN,Yes,Volant,41,10.7,Forest,Carnivore,Invertivore,-0.94,17.9,9.9,5.9,4.4,19.5,75,8,67,66,Monarchidae,EN,1,7.833719076,3.713572067,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.796582768,0.785137822,4.621043535
Macronyx sharpei,Macronyx sharpei,0,Passeriformes,EN,No,Volant,29.9,18.1,Grassland,Carnivore,Invertivore,-0.58,17,9.7,3.7,4.9,28.5,87,15.7,71.3,67.8,Motacillidae,EN,1,7.831379058,3.808438689,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.916290732,0.86117353,5.049856007
Scytalopus urubambae,Scytalopus urubambae,0,Passeriformes,LC,No,Volant,13,5.2,Forest,Carnivore,Invertivore,-13.2,12.9,5.8,2.5,3.1,19.3,52,2.7,49.3,34,Rhinocryptidae,LC,0,7.82436596,2.564949357,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.66021958,2.646174797
Leptasthenura xenothorax,Leptasthenura xenothorax,0,Passeriformes,EN,No,Volant,10.5,15.2,Forest,Carnivore,Invertivore,-13.21,10.2,5.9,2.2,2.9,20.4,66.4,10.1,56.3,88,Furnariidae,EN,1,7.820881008,2.351375257,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.676947243,2.791165108
Micropsitta geelvinkiana,Micropsitta geelvinkiana,0,Psittaciformes,NT,Yes,Volant,12.2,24.2,Forest,Herbivore,Herbivore terrestrial,-0.93,10.2,7.8,6.6,10.5,9.9,53.2,12.9,40.4,25.5,Psittacidae,NT,0,7.807550708,2.501435952,TerrestrialPlants,ArborealGleaning,Sedentary,Cooperative,Cavity,none,Terrestrial,No,1.243417106,0.790252997,4.624972813
Rhopornis ardesiacus,Rhopornis ardesiacus,0,Passeriformes,EN,No,Volant,26.3,4.9,Woodland,Carnivore,Invertivore,-13.79,20.8,11.8,4.1,4.7,31.3,71.1,3.4,61.8,87.7,Thamnophilidae,EN,1,7.798646148,3.269568939,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,0.699153205,1.158292185,3.561046083
Myzomela pulchella,Myzomela pulchella,0,Passeriformes,LC,Yes,Volant,10,17.2,Forest,Omnivore,Nectarivore,-4.11,19,12.7,2.5,3.5,16.7,67,11.5,55.5,45,Meliphagidae,LC,0,7.793834195,2.302585093,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.514368672,0.741937345
Campylopterus ensipennis,Campylopterus ensipennis,0,Caprimulgiformes,NT,No,Volant,9.6,61.7,Forest,Herbivore,Nectarivore,10.26,29.5,23.4,2.9,2.8,6.3,75.8,46.4,28.8,50.4,Trochilidae,NT,0,7.78501408,2.261763098,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.278285361,3.543853682
Setophaga plumbea,Setophaga plumbea,0,Passeriformes,LC,Yes,Volant,10.1,19.5,Forest,Carnivore,Invertivore,15.95,13.6,8.2,3.4,3.5,20.3,61.3,11.9,48.9,57.6,Parulidae,LC,0,7.782140096,2.312535424,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.916290732,1.967333346,5.169346985
Sitta whiteheadi,Sitta whiteheadi,0,Passeriformes,VU,Yes,Volant,11.8,22.3,Forest,Omnivore,Omnivore,42.2,16.7,11.8,3.4,3.6,17.2,70.7,15.7,54.7,43.1,Sittidae,VU,1,7.776073512,2.468099531,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.704748092,0.757928931,2.360854001
