Seq.,Order,Family name,Family,Common name,Scientific_name,2025 IUCN Red List category,Residential_Commercial_Development,Agriculture_Aquaculture,Energy_Production_Mining,Transportation_Service_Corridors,Biological_Resource_Use,Human_Intrusions_Disturbance,Natural_System_Modifications,Invasive_Other_Problematic_Species,Pollution,Geological_Events,Climate_Change_Severe_Weather,Other_Options
5285,PASSERIFORMES,Furnariidae,Ovenbirds,Pale-breasted Spinetail,Synallaxis albescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5286,PASSERIFORMES,Furnariidae,Ovenbirds,Sooty-fronted Spinetail,Synallaxis frontalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5287,PASSERIFORMES,Furnariidae,Ovenbirds,Azara's Spinetail,Synallaxis azarae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5288,PASSERIFORMES,Furnariidae,Ovenbirds,Apurimac Spinetail,Synallaxis courseni,NT,0,1,0,0,0,0,0,0,0,0,0,0
5289,PASSERIFORMES,Pipridae,Manakins,Pale-bellied Tyrant-manakin,Neopelma pallescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5290,PASSERIFORMES,Pipridae,Manakins,Saffron-crested Tyrant-manakin,Neopelma chrysocephalum,LC,0,0,0,0,0,0,0,0,0,0,0,0
5291,PASSERIFORMES,Pipridae,Manakins,Wied's Tyrant-manakin,Neopelma aurifrons,NT,1,1,1,0,1,0,1,0,0,0,1,0
5292,PASSERIFORMES,Pipridae,Manakins,Serra do Mar Tyrant-manakin,Neopelma chrysolophum,LC,0,0,0,0,0,0,0,0,0,0,0,0
5293,PASSERIFORMES,Pipridae,Manakins,Sulphur-bellied Tyrant-manakin,Neopelma sulphureiventer,LC,0,0,0,0,0,0,0,0,0,0,0,0
5294,PASSERIFORMES,Pipridae,Manakins,Dwarf Tyrant-manakin,Tyranneutes stolzmanni,LC,0,0,0,0,0,0,0,0,0,0,0,0
5295,PASSERIFORMES,Pipridae,Manakins,Tiny Tyrant-manakin,Tyranneutes virescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5296,PASSERIFORMES,Pipridae,Manakins,Olive Manakin,Xenopipo uniformis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5297,PASSERIFORMES,Pipridae,Manakins,Black Manakin,Xenopipo atronitens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5298,PASSERIFORMES,Pipridae,Manakins,Orange-crested Manakin,Heterocercus aurantiivertex,LC,0,0,0,0,0,0,0,0,0,0,0,0
5299,PASSERIFORMES,Pipridae,Manakins,Yellow-crested Manakin,Heterocercus flavivertex,LC,0,0,0,0,0,0,0,0,0,0,0,0
5300,PASSERIFORMES,Pipridae,Manakins,Flame-crested Manakin,Heterocercus linteatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5301,PASSERIFORMES,Pipridae,Manakins,White-collared Manakin,Manacus candei,LC,0,0,0,0,0,0,0,0,0,0,0,0
5302,PASSERIFORMES,Pipridae,Manakins,Orange-collared Manakin,Manacus aurantiacus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5303,PASSERIFORMES,Pipridae,Manakins,Golden-collared Manakin,Manacus vitellinus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5304,PASSERIFORMES,Pipridae,Manakins,White-bearded Manakin,Manacus manacus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5305,PASSERIFORMES,Pipridae,Manakins,Wire-tailed Manakin,Pipra filicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5306,PASSERIFORMES,Pipridae,Manakins,Crimson-hooded Manakin,Pipra aureola,LC,0,0,0,0,0,0,0,0,0,0,0,0
5307,PASSERIFORMES,Pipridae,Manakins,Band-tailed Manakin,Pipra fasciicauda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5308,PASSERIFORMES,Pipridae,Manakins,Club-winged Manakin,Machaeropterus deliciosus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5309,PASSERIFORMES,Pipridae,Manakins,Striolated Manakin,Machaeropterus striolatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5310,PASSERIFORMES,Pipridae,Manakins,Kinglet Manakin,Machaeropterus regulus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5311,PASSERIFORMES,Pipridae,Manakins,Fiery-capped Manakin,Machaeropterus pyrocephalus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5312,PASSERIFORMES,Pipridae,Manakins,Painted Manakin,Machaeropterus eckelberryi,LC,0,1,0,0,0,0,0,0,0,0,0,0
5313,PASSERIFORMES,Pipridae,Manakins,White-crowned Manakin,Pseudopipra pipra,LC,0,0,0,0,0,0,0,0,0,0,0,0
5314,PASSERIFORMES,Pipridae,Manakins,Scarlet-horned Manakin,Ceratopipra cornuta,LC,0,0,0,0,0,0,0,0,0,0,0,0
5315,PASSERIFORMES,Pipridae,Manakins,Red-capped Manakin,Ceratopipra mentalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5316,PASSERIFORMES,Pipridae,Manakins,Golden-headed Manakin,Ceratopipra erythrocephala,LC,0,0,0,0,0,0,0,0,0,0,0,0
5317,PASSERIFORMES,Pipridae,Manakins,Red-headed Manakin,Ceratopipra rubrocapilla,LC,0,0,0,0,0,0,0,0,0,0,0,0
5318,PASSERIFORMES,Pipridae,Manakins,Round-tailed Manakin,Ceratopipra chloromeros,LC,0,0,0,0,0,0,0,0,0,0,0,0
5319,PASSERIFORMES,Pipridae,Manakins,Choco Manakin,Cryptopipo litae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5320,PASSERIFORMES,Pipridae,Manakins,Green Manakin,Cryptopipo holochlora,LC,0,0,0,0,0,0,0,0,0,0,0,0
5321,PASSERIFORMES,Pipridae,Manakins,Yellow-headed Manakin,Chloropipo flavicapilla,VU,0,1,0,0,0,0,0,0,0,0,0,0
5322,PASSERIFORMES,Pipridae,Manakins,Jet Manakin,Chloropipo unicolor,LC,0,0,0,0,0,0,0,0,0,0,0,0
5323,PASSERIFORMES,Pipridae,Manakins,Orange-bellied Manakin,Lepidothrix suavissima,LC,0,0,0,0,0,0,0,0,0,0,0,0
5324,PASSERIFORMES,Pipridae,Manakins,White-fronted Manakin,Lepidothrix serena,LC,0,0,0,0,0,0,0,0,0,0,0,0
5325,PASSERIFORMES,Pipridae,Manakins,Blue-crowned Manakin,Lepidothrix coronata,LC,0,1,0,0,1,0,0,0,0,0,0,0
5326,PASSERIFORMES,Pipridae,Manakins,Snow-capped Manakin,Lepidothrix nattereri,LC,0,0,0,0,0,0,0,0,0,0,0,0
5327,PASSERIFORMES,Pipridae,Manakins,Golden-crowned Manakin,Lepidothrix vilasboasi,LC,0,1,0,1,1,0,0,0,0,0,0,0
5328,PASSERIFORMES,Pipridae,Manakins,Opal-crowned Manakin,Lepidothrix iris,VU,0,1,0,0,1,0,0,0,0,0,0,0
5329,PASSERIFORMES,Pipridae,Manakins,Blue-rumped Manakin,Lepidothrix isidorei,LC,0,1,0,1,0,0,0,0,0,0,0,0
5330,PASSERIFORMES,Pipridae,Manakins,Cerulean-capped Manakin,Lepidothrix coeruleocapilla,LC,0,0,0,0,0,0,0,0,0,0,0,0
5331,PASSERIFORMES,Pipridae,Manakins,Pin-tailed Manakin,Ilicura militaris,LC,0,0,0,0,0,0,0,0,0,0,0,0
5332,PASSERIFORMES,Pipridae,Manakins,Golden-winged Manakin,Masius chrysopterus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5333,PASSERIFORMES,Pipridae,Manakins,White-ruffed Manakin,Corapipo leucorrhoa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5334,PASSERIFORMES,Pipridae,Manakins,White-throated Manakin,Corapipo gutturalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5335,PASSERIFORMES,Pipridae,Manakins,Araripe Manakin,Antilophia bokermanni,CR,1,1,0,0,0,0,1,0,0,0,0,0
5336,PASSERIFORMES,Pipridae,Manakins,Helmeted Manakin,Antilophia galeata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5337,PASSERIFORMES,Pipridae,Manakins,Long-tailed Manakin,Chiroxiphia linearis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5338,PASSERIFORMES,Pipridae,Manakins,Lance-tailed Manakin,Chiroxiphia lanceolata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5339,PASSERIFORMES,Pipridae,Manakins,Blue-backed Manakin,Chiroxiphia pareola,LC,0,0,0,0,0,0,0,0,0,0,0,0
5340,PASSERIFORMES,Pipridae,Manakins,Yungas Manakin,Chiroxiphia boliviana,LC,0,0,0,0,0,0,0,0,0,0,0,0
5341,PASSERIFORMES,Pipridae,Manakins,Blue Manakin,Chiroxiphia caudata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5342,PASSERIFORMES,Cotingidae,Cotingas,Scaled Fruiteater,Ampelioides tschudii,LC,0,0,0,0,0,0,0,0,0,0,0,0
5343,PASSERIFORMES,Cotingidae,Cotingas,Fiery-throated Fruiteater,Pipreola chlorolepidota,LC,0,1,1,0,1,0,0,0,0,0,0,0
5344,PASSERIFORMES,Cotingidae,Cotingas,Scaly-breasted Fruiteater,Pipreola squamipectus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5345,PASSERIFORMES,Cotingidae,Cotingas,Scarlet-breasted Fruiteater,Pipreola frontalis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5346,PASSERIFORMES,Cotingidae,Cotingas,Handsome Fruiteater,Pipreola formosa,LC,0,0,0,0,0,0,0,0,0,0,0,0
5347,PASSERIFORMES,Cotingidae,Cotingas,Red-banded Fruiteater,Pipreola whitelyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5348,PASSERIFORMES,Cotingidae,Cotingas,Black-chested Fruiteater,Pipreola lubomirskii,LC,0,0,0,0,0,0,0,0,0,0,0,0
5349,PASSERIFORMES,Cotingidae,Cotingas,Orange-breasted Fruiteater,Pipreola jucunda,LC,0,0,0,0,0,0,0,0,0,0,0,0
5350,PASSERIFORMES,Cotingidae,Cotingas,Masked Fruiteater,Pipreola pulchra,LC,0,0,0,0,0,0,0,0,0,0,0,0
5351,PASSERIFORMES,Cotingidae,Cotingas,Golden-breasted Fruiteater,Pipreola aureopectus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5352,PASSERIFORMES,Cotingidae,Cotingas,Barred Fruiteater,Pipreola arcuata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5353,PASSERIFORMES,Cotingidae,Cotingas,Band-tailed Fruiteater,Pipreola intermedia,LC,0,0,0,0,0,0,0,0,0,0,0,0
5354,PASSERIFORMES,Cotingidae,Cotingas,Green-and-black Fruiteater,Pipreola riefferii,LC,0,0,0,0,0,0,0,0,0,0,0,0
5355,PASSERIFORMES,Cotingidae,Cotingas,Grey-tailed Piha,Snowornis subalaris,LC,0,0,0,0,1,0,0,0,0,0,0,0
5356,PASSERIFORMES,Cotingidae,Cotingas,Olivaceous Piha,Snowornis cryptolophus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5357,PASSERIFORMES,Cotingidae,Cotingas,Hooded Berryeater,Carpornis cucullata,LC,1,1,1,1,1,0,0,0,0,0,0,0
5358,PASSERIFORMES,Cotingidae,Cotingas,Black-headed Berryeater,Carpornis melanocephala,NT,0,0,0,0,1,0,1,0,0,0,0,0
5359,PASSERIFORMES,Cotingidae,Cotingas,Andean Cock-of-the-rock,Rupicola peruvianus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5360,PASSERIFORMES,Cotingidae,Cotingas,Guianan Cock-of-the-rock,Rupicola rupicola,LC,0,0,0,0,0,0,0,0,0,0,0,0
5361,PASSERIFORMES,Cotingidae,Cotingas,Guianan Red Cotinga,Phoenicircus carnifex,LC,0,0,0,0,0,0,0,0,0,0,0,0
5362,PASSERIFORMES,Cotingidae,Cotingas,Black-necked Red Cotinga,Phoenicircus nigricollis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5363,PASSERIFORMES,Cotingidae,Cotingas,White-cheeked Cotinga,Zaratornis stresemanni,NT,0,1,0,0,1,0,0,1,0,0,0,0
5364,PASSERIFORMES,Cotingidae,Cotingas,Rufous-tailed Plantcutter,Phytotoma rara,LC,0,0,0,0,0,0,0,0,0,0,0,0
5365,PASSERIFORMES,Cotingidae,Cotingas,Peruvian Plantcutter,Phytotoma raimondii,VU,1,1,0,0,1,0,0,1,0,0,0,0
5366,PASSERIFORMES,Cotingidae,Cotingas,White-tipped Plantcutter,Phytotoma rutila,LC,0,0,0,0,0,0,0,0,0,0,0,0
5367,PASSERIFORMES,Cotingidae,Cotingas,Swallow-tailed Cotinga,Phibalura flavirostris,LC,0,0,0,0,1,0,0,0,0,0,0,0
5368,PASSERIFORMES,Cotingidae,Cotingas,Apolo Cotinga,Phibalura boliviana,EN,0,1,0,0,1,0,1,1,0,0,1,0
5369,PASSERIFORMES,Cotingidae,Cotingas,Bay-vented Cotinga,Doliornis sclateri,NT,0,1,0,0,0,0,1,0,0,0,0,0
5370,PASSERIFORMES,Cotingidae,Cotingas,Chestnut-bellied Cotinga,Doliornis remseni,NT,0,1,0,0,1,0,1,0,0,0,0,0
5371,PASSERIFORMES,Cotingidae,Cotingas,Red-crested Cotinga,Ampelion rubrocristatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5372,PASSERIFORMES,Cotingidae,Cotingas,Chestnut-crested Cotinga,Ampelion rufaxilla,LC,0,0,0,0,0,0,0,0,0,0,0,0
5373,PASSERIFORMES,Cotingidae,Cotingas,Crimson Fruitcrow,Haematoderus militaris,LC,0,0,0,0,0,0,0,0,0,0,0,0
5374,PASSERIFORMES,Cotingidae,Cotingas,Purple-throated Fruitcrow,Querula purpurata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5375,PASSERIFORMES,Cotingidae,Cotingas,Red-ruffed Fruitcrow,Pyroderus scutatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5376,PASSERIFORMES,Cotingidae,Cotingas,Bare-necked Umbrellabird,Cephalopterus glabricollis,EN,0,1,0,1,1,0,0,0,0,0,1,0
5377,PASSERIFORMES,Cotingidae,Cotingas,Long-wattled Umbrellabird,Cephalopterus penduliger,VU,1,1,1,1,1,0,0,0,0,0,0,0
5378,PASSERIFORMES,Cotingidae,Cotingas,Amazonian Umbrellabird,Cephalopterus ornatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5379,PASSERIFORMES,Cotingidae,Cotingas,Capuchinbird,Perissocephalus tricolor,LC,0,0,0,0,0,0,0,0,0,0,0,0
5380,PASSERIFORMES,Cotingidae,Cotingas,Rufous Piha,Lipaugus unirufus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5381,PASSERIFORMES,Cotingidae,Cotingas,Black-and-gold Cotinga,Lipaugus ater,LC,0,0,0,0,1,0,0,0,0,0,0,0
5382,PASSERIFORMES,Cotingidae,Cotingas,Grey-winged Cotinga,Lipaugus conditus,VU,0,1,0,0,1,1,1,0,0,0,1,0
5383,PASSERIFORMES,Cotingidae,Cotingas,Cinnamon-vented Piha,Lipaugus lanioides,LC,1,1,0,0,1,0,0,0,0,0,0,0
5384,PASSERIFORMES,Cotingidae,Cotingas,Rose-collared Piha,Lipaugus streptophorus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5385,PASSERIFORMES,Cotingidae,Cotingas,Screaming Piha,Lipaugus vociferans,LC,0,0,0,0,0,0,0,0,0,0,0,0
5386,PASSERIFORMES,Cotingidae,Cotingas,Chestnut-capped Piha,Lipaugus weberi,CR,0,1,1,1,0,0,1,0,0,0,1,0
5387,PASSERIFORMES,Cotingidae,Cotingas,Dusky Piha,Lipaugus fuscocinereus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5388,PASSERIFORMES,Cotingidae,Cotingas,Scimitar-winged Piha,Lipaugus uropygialis,VU,0,1,0,1,1,0,0,0,0,0,1,0
5389,PASSERIFORMES,Cotingidae,Cotingas,White Bellbird,Procnias albus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5390,PASSERIFORMES,Cotingidae,Cotingas,Three-wattled Bellbird,Procnias tricarunculatus,VU,0,1,0,0,1,0,0,0,0,0,0,0
5391,PASSERIFORMES,Cotingidae,Cotingas,Bare-throated Bellbird,Procnias nudicollis,NT,1,1,1,1,1,0,0,0,0,0,0,0
5392,PASSERIFORMES,Cotingidae,Cotingas,Bearded Bellbird,Procnias averano,NT,0,1,0,0,1,0,0,0,0,0,0,0
5393,PASSERIFORMES,Cotingidae,Cotingas,Plum-throated Cotinga,Cotinga maynana,LC,0,0,0,0,0,0,0,0,0,0,0,0
5394,PASSERIFORMES,Cotingidae,Cotingas,Spangled Cotinga,Cotinga cayana,LC,0,0,0,0,0,0,0,0,0,0,0,0
5395,PASSERIFORMES,Cotingidae,Cotingas,Lovely Cotinga,Cotinga amabilis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5396,PASSERIFORMES,Cotingidae,Cotingas,Blue Cotinga,Cotinga nattererii,LC,0,0,0,0,0,0,0,0,0,0,0,0
5397,PASSERIFORMES,Cotingidae,Cotingas,Turquoise Cotinga,Cotinga ridgwayi,VU,0,1,0,0,1,0,0,0,0,0,0,0
5398,PASSERIFORMES,Cotingidae,Cotingas,Banded Cotinga,Cotinga maculata,CR,1,1,0,0,1,0,0,0,0,0,0,0
5399,PASSERIFORMES,Cotingidae,Cotingas,Purple-breasted Cotinga,Cotinga cotinga,LC,0,0,0,0,0,0,0,0,0,0,0,0
5400,PASSERIFORMES,Cotingidae,Cotingas,Purple-throated Cotinga,Porphyrolaema porphyrolaema,LC,0,0,0,0,0,0,0,0,0,0,0,0
5401,PASSERIFORMES,Cotingidae,Cotingas,Black-faced Cotinga,Conioptilon mcilhennyi,LC,0,0,0,0,0,0,0,0,0,0,0,0
5402,PASSERIFORMES,Cotingidae,Cotingas,Bare-necked Fruitcrow,Gymnoderus foetidus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5403,PASSERIFORMES,Cotingidae,Cotingas,Pompadour Cotinga,Xipholena punicea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5404,PASSERIFORMES,Cotingidae,Cotingas,White-tailed Cotinga,Xipholena lamellipennis,NT,0,1,0,0,1,0,1,0,0,0,0,0
5405,PASSERIFORMES,Cotingidae,Cotingas,White-winged Cotinga,Xipholena atropurpurea,VU,1,1,0,0,1,0,1,0,0,0,0,0
5406,PASSERIFORMES,Cotingidae,Cotingas,Black-tipped Cotinga,Carpodectes hopkei,LC,0,0,0,0,0,0,0,0,0,0,0,0
5407,PASSERIFORMES,Cotingidae,Cotingas,Yellow-billed Cotinga,Carpodectes antoniae,NT,1,1,0,1,1,0,0,0,0,0,0,0
5408,PASSERIFORMES,Cotingidae,Cotingas,Snowy Cotinga,Carpodectes nitidus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5409,PASSERIFORMES,Tityridae,Tityras and allies,Sharpbill,Oxyruncus cristatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5410,PASSERIFORMES,Tityridae,Tityras and allies,Northern Royal Flycatcher,Onychorhynchus mexicanus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5411,PASSERIFORMES,Tityridae,Tityras and allies,Pacific Royal Flycatcher,Onychorhynchus occidentalis,NT,1,1,0,0,1,0,1,0,0,0,0,0
5412,PASSERIFORMES,Tityridae,Tityras and allies,Amazonian Royal Flycatcher,Onychorhynchus coronatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5413,PASSERIFORMES,Tityridae,Tityras and allies,Atlantic Royal Flycatcher,Onychorhynchus swainsoni,VU,1,1,0,0,1,0,0,0,0,0,0,0
5414,PASSERIFORMES,Tityridae,Tityras and allies,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5415,PASSERIFORMES,Tityridae,Tityras and allies,Tawny-breasted Flycatcher,Myiobius villosus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5416,PASSERIFORMES,Tityridae,Tityras and allies,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,LC,0,1,0,0,0,0,0,0,0,0,0,0
5417,PASSERIFORMES,Tityridae,Tityras and allies,Whiskered Flycatcher,Myiobius barbatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5418,PASSERIFORMES,Tityridae,Tityras and allies,Black-tailed Flycatcher,Myiobius atricaudus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5419,PASSERIFORMES,Tityridae,Tityras and allies,White-browed Purpletuft,Iodopleura isabellae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5420,PASSERIFORMES,Tityridae,Tityras and allies,Dusky Purpletuft,Iodopleura fusca,LC,0,0,0,0,0,0,0,0,0,0,0,0
5421,PASSERIFORMES,Tityridae,Tityras and allies,Buff-throated Purpletuft,Iodopleura pipra,EN,1,1,0,0,1,0,0,0,0,0,0,0
5422,PASSERIFORMES,Tityridae,Tityras and allies,Black-crowned Tityra,Tityra inquisitor,LC,0,0,0,0,0,0,0,0,0,0,0,0
5423,PASSERIFORMES,Tityridae,Tityras and allies,Western Black-tailed Tityra,Tityra cayana,LC,0,0,0,0,0,0,0,0,0,0,0,0
5424,PASSERIFORMES,Tityridae,Tityras and allies,Eastern Black-tailed Tityra,Tityra braziliensis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5425,PASSERIFORMES,Tityridae,Tityras and allies,Masked Tityra,Tityra semifasciata,LC,0,0,0,0,0,0,0,0,0,0,0,0
5426,PASSERIFORMES,Tityridae,Tityras and allies,White-tailed Tityra,Tityra leucura,DD,0,0,0,0,0,0,0,0,0,0,0,0
5427,PASSERIFORMES,Tityridae,Tityras and allies,White-naped Xenopsaris,Xenopsaris albinucha,LC,0,0,0,0,0,0,0,0,0,0,0,0
5428,PASSERIFORMES,Tityridae,Tityras and allies,Barred Becard,Pachyramphus versicolor,LC,0,0,0,0,0,0,0,0,0,0,0,0
5429,PASSERIFORMES,Tityridae,Tityras and allies,Yellow-cheeked Becard,Pachyramphus xanthogenys,LC,0,0,0,0,0,0,0,0,0,0,0,0
5430,PASSERIFORMES,Tityridae,Tityras and allies,Green-cheeked Becard,Pachyramphus griseigularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5431,PASSERIFORMES,Tityridae,Tityras and allies,Green-backed Becard,Pachyramphus viridis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5432,PASSERIFORMES,Tityridae,Tityras and allies,Slaty Becard,Pachyramphus spodiurus,VU,0,1,0,0,1,0,0,0,1,1,0,0
5433,PASSERIFORMES,Tityridae,Tityras and allies,Cinereous Becard,Pachyramphus rufus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5434,PASSERIFORMES,Tityridae,Tityras and allies,Pink-throated Becard,Pachyramphus minor,LC,0,0,0,0,0,0,0,0,0,0,0,0
5435,PASSERIFORMES,Tityridae,Tityras and allies,Rose-throated Becard,Pachyramphus aglaiae,LC,0,0,0,0,0,0,0,0,0,0,0,0
5436,PASSERIFORMES,Tityridae,Tityras and allies,Jamaican Becard,Pachyramphus niger,LC,0,0,0,0,0,0,0,0,0,0,0,0
5437,PASSERIFORMES,Tityridae,Tityras and allies,One-colored Becard,Pachyramphus homochrous,LC,0,0,0,0,0,0,0,0,0,0,0,0
5438,PASSERIFORMES,Tityridae,Tityras and allies,Crested Becard,Pachyramphus validus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5439,PASSERIFORMES,Tityridae,Tityras and allies,Glossy-backed Becard,Pachyramphus surinamus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5440,PASSERIFORMES,Tityridae,Tityras and allies,Cinnamon Becard,Pachyramphus cinnamomeus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5441,PASSERIFORMES,Tityridae,Tityras and allies,Chestnut-crowned Becard,Pachyramphus castaneus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5442,PASSERIFORMES,Tityridae,Tityras and allies,Western Grey-collared Becard,Pachyramphus uropygialis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5443,PASSERIFORMES,Tityridae,Tityras and allies,Eastern Grey-collared Becard,Pachyramphus major,LC,0,0,0,0,0,0,0,0,0,0,0,0
5444,PASSERIFORMES,Tityridae,Tityras and allies,Black-capped Becard,Pachyramphus marginatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5445,PASSERIFORMES,Tityridae,Tityras and allies,White-winged Becard,Pachyramphus polychopterus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5446,PASSERIFORMES,Tityridae,Tityras and allies,Black-and-white Becard,Pachyramphus albogriseus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5447,PASSERIFORMES,Tityridae,Tityras and allies,Varzea Schiffornis,Schiffornis major,LC,0,0,0,0,0,0,0,0,0,0,0,0
5448,PASSERIFORMES,Tityridae,Tityras and allies,Greenish Schiffornis,Schiffornis virescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5449,PASSERIFORMES,Tityridae,Tityras and allies,Olivaceous Mourner,Schiffornis olivacea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5450,PASSERIFORMES,Tityridae,Tityras and allies,Russet-winged Mourner,Schiffornis stenorhyncha,LC,0,0,0,0,0,0,0,0,0,0,0,0
5451,PASSERIFORMES,Tityridae,Tityras and allies,Brown-winged Mourner,Schiffornis turdina,LC,0,0,0,0,0,0,0,0,0,0,0,0
5452,PASSERIFORMES,Tityridae,Tityras and allies,Foothill Mourner,Schiffornis aenea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5453,PASSERIFORMES,Tityridae,Tityras and allies,Northern Mourner,Schiffornis veraepacis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5454,PASSERIFORMES,Tityridae,Tityras and allies,Speckled Mourner,Laniocera rufescens,LC,0,0,0,0,0,0,0,0,0,0,0,0
5455,PASSERIFORMES,Tityridae,Tityras and allies,Cinereous Mourner,Laniocera hypopyrra,LC,0,0,0,0,0,0,0,0,0,0,0,0
5456,PASSERIFORMES,Tityridae,Tityras and allies,Andean Laniisoma,Laniisoma buckleyi,LC,1,1,1,1,1,0,0,0,0,0,0,0
5457,PASSERIFORMES,Tityridae,Tityras and allies,Elegant Laniisoma,Laniisoma elegans,LC,1,1,1,1,1,0,0,0,0,0,0,0
5458,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Kinglet Calyptura,Calyptura cristata,CR,0,1,1,0,1,0,0,0,0,0,1,0
5459,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Cinnamon Manakin-tyrant,Neopipo cinnamomea,LC,0,0,0,0,0,0,0,0,0,0,0,0
5460,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Cinnamon-crested Spadebill,Platyrinchus saturatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5461,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Stub-tailed Spadebill,Platyrinchus cancrominus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5462,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Western White-throated Spadebill,Platyrinchus albogularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5463,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Eastern White-throated Spadebill,Platyrinchus mystaceus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5464,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Golden-crowned Spadebill,Platyrinchus coronatus,LC,0,0,0,0,0,0,0,0,0,0,0,0
5465,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Yellow-throated Spadebill,Platyrinchus flavigularis,LC,0,0,0,0,0,0,0,0,0,0,0,0
5466,PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,White-crested Spadebill,Platyrinchus platyrhynchos,LC,0,0,0,0,0,0,0,0,0,0,0,0
